"","IsolateID","reads","taxon_id","Fungal_Order","Fungal_Family","Fungal_species","RelativeAbundance","relab_pct","Domain","Phylum","Class","Order","Family","Genus","Species"
"372","K21",57,392011,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"373","K21",19,557557,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"374","K21",18,2834412,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.052325581,5.23255814,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Coraliihabitans","Coraliihabitans acroporae"
"375","K21",15,2026729,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.072463768,7.246376812,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"376","K21",12,2887347,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"377","K21",10,648716,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"378","K21",10,1871070,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.091743119,9.174311927,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales"," Oxalobacteraceae","Unidentified","Oxalobacteraceae bacterium"
"379","K21",9,1590651,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"380","K21",8,1387779,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"381","K21",7,3027471,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"382","K21",6,2026724,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.12,12,"Bacteria","Chloroflexota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"383","K21",6,2565925,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"384","K21",6,2974897,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"385","K21",5,28901,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.020408163,2.040816327,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"386","K21",5,2795125,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.041666667,4.166666667,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"387","K21",5,2936508,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"388","K21",4,573,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.034482759,3.448275862,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella/Raoultella","Klebsiella sp."
"389","K21",4,1652106,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.03539823,3.539823009,"Bacteria","Unidentified","Candidatus Tectomicrobia","Unidentified","Unidentified","Unidentified","Unidentified"
"390","K21",4,1816691,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"391","K21",4,2795102,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.04,4,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"," Aquitalea"
"392","K21",3,470,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.02,2,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus/baumannii complex"
"393","K21",3,243969,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.018072289,1.807228916,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"," Pseudomonas"
"394","K21",3,1126833,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"395","K21",3,1289167,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"396","K21",3,1566279,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.75,75,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"397","K21",3,1644114,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"398","K21",3,1737354,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.75,75,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"399","K21",3,1855288,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"400","K21",3,2026089,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"401","K21",3,2163881,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.6,60,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"402","K21",3,2507935,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"403","K21",3,2509456,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"404","K21",3,2704462,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"405","K21",3,3031406,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.25,25,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Promicromonosporaceae","Unidentified","Isoptericola sp."
"406","K21",2,317,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.074074074,7.407407407,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas syringae group"
"407","K21",2,562,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.026315789,2.631578947,"Bacteria","Pseudomonadota","Escherichia","Enterobacterales","Enterobacteriaceae","Unidentified","Escherichia coli"
"408","K21",2,813,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.057142857,5.714285714,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Unidentified","Chlamydia/Chlamydophila group"
"409","K21",2,1311,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.047619048,4.761904762,"Bacteria","Bacillota","Unidentified","Lactobacillales","Streptococcaceae","Unidentified","Streptococcus sp."
"410","K21",2,44251,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"411","K21",2,44252,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"412","K21",2,126569,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"413","K21",2,189426,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.25,25,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"414","K21",2,285983,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.4,40,"Bacteria","Bacillota","Unidentified","Bacillales","Bacillaceae","Unidentified","Mesobacillus sp."
"415","K21",2,297318,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"416","K21",2,400776,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"417","K21",2,492670,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.153846154,15.38461538,"Bacteria","Bacillota","Unidentified","Bacillales","Bacillaceae","Unidentified","Bacillus sp."
"418","K21",2,528191,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"419","K21",2,1156355,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"420","K21",2,1500780,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"421","K21",2,1590652,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"422","K21",2,1605994,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"423","K21",2,1799658,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.666666667,66.66666667,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"424","K21",2,1869227,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Unidentified"," Bacteria","Unidentified","Unidentified","Unidentified","Unidentified"
"425","K21",2,1883426,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"426","K21",2,1884377,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"427","K21",2,1898104,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Bacteroidota","Unidentified","Unidentified","Unidentified","Bacteroidota","Unidentified"
"428","K21",2,2023360,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"429","K21",2,2044944,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.086956522,8.695652174,"Bacteria","Bacteroidota","Sphingobacteriia"," Sphingobacteriales","Unidentified","Unidentified","Unidentified"
"430","K21",2,2211139,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"431","K21",2,2547395,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"432","K21",2,2662265,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"433","K21",2,2674991,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"434","K21",2,2795109,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.04,4,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp."
"435","K21",2,2795118,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.017391304,1.739130435,"Bacteria","Pseudomonadota"," Paraburkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"436","K21",2,2799335,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"437","K21",2,2993594,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"438","K21",1,316,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.083333333,8.333333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","Stutzerimonas stutzeri group"
"439","K21",1,670,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.066666667,6.666666667,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi group"
"440","K21",1,747,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.04,4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella multocida"
"441","K21",1,917,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"442","K21",1,1003,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"443","K21",1,1280,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.014925373,1.492537313,"Bacteria","Bacillota","Unidentified","Bacillales","Staphylococcaceae","Unidentified","Staphylococcus sp."
"444","K21",1,1351,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.027027027,2.702702703,"Bacteria","Bacillota","Unidentified","Lactobacillales","Enterococcaceae","Unidentified","Enterococcus sp."
"445","K21",1,1354,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.1,10,"Bacteria","Bacillota","Unidentified","Lactobacillales","Enterococcaceae","Unidentified","Enterococcus sp."
"446","K21",1,1406,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"447","K21",1,1465,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"448","K21",1,1496,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.047619048,4.761904762,"Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Unidentified","Clostridioides sp."
"449","K21",1,36807,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.083333333,8.333333333,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Microbacteriaceae","Unidentified","Microbacterium sp."
"450","K21",1,46159,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.25,25,"Bacteria","Actinomycetota","Unidentified","Streptosporangiales","Thermomonosporaceae","Unidentified","Actinomadura sp."
"451","K21",1,46240,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"452","K21",1,49283,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"453","K21",1,54911,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"454","K21",1,59841,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"455","K21",1,69966,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.076923077,7.692307692,"Bacteria","Bacillota","Unidentified","Bacillales","Staphylococcaceae","Unidentified","Macrococcus sp."
"456","K21",1,77133,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.027027027,2.702702703,"Bacteria","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"457","K21",1,89784,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"458","K21",1,95486,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.083333333,8.333333333,"Bacteria","Pseudomonadota","Burkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Burkholderia cepacia complex"
"459","K21",1,110500,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"460","K21",1,122358,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Actinomycetota","Unidentified","Micromonosporales","Micromonosporaceae","Unidentified","Actinoplanes sp."
"461","K21",1,130049,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"462","K21",1,164546,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"463","K21",1,189691,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"464","K21",1,199596,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"465","K21",1,217090,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"466","K21",1,217219,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"467","K21",1,228574,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"468","K21",1,248906,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"469","K21",1,264148,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"470","K21",1,274593,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"471","K21",1,306543,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"472","K21",1,309886,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"473","K21",1,319939,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.090909091,9.090909091,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas otitidis"
"474","K21",1,341220,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.25,25,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Unidentified","Lactonifactor sp."
"475","K21",1,363872,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"476","K21",1,392412,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.125,12.5,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"477","K21",1,400777,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"478","K21",1,402147,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Unidentified","Unidentified"
"479","K21",1,425004,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"480","K21",1,431596,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"481","K21",1,453960,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"482","K21",1,454194,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"483","K21",1,471514,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"484","K21",1,483908,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"485","K21",1,516965,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"486","K21",1,536059,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.037037037,3.703703704,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"," Arsenophonus"
"487","K21",1,554312,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"488","K21",1,562959,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"489","K21",1,581036,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"490","K21",1,669462,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"491","K21",1,669464,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"492","K21",1,684063,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"493","K21",1,742054,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"494","K21",1,862114,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"495","K21",1,870242,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"496","K21",1,913969,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"497","K21",1,988801,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.125,12.5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Rosenbergiella","Rosenbergiella nectarea"
"498","K21",1,1034769,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"499","K21",1,1034889,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"500","K21",1,1045776,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"501","K21",1,1050222,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"502","K21",1,1073253,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"503","K21",1,1110389,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"504","K21",1,1128671,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"505","K21",1,1159870,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"," Bordetella"
