"","IsolateID","reads","taxon_id","Fungal_Order","Fungal_Family","Fungal_species","RelativeAbundance","relab_pct","Domain","Phylum","Class","Order","Family","Genus","Species"
"2357","M5t",1,2250277,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2358","M5t",1,2283318,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2359","M5t",1,2292771,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula","Parvularcula marina"
"2360","M5t",1,2294116,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2361","M5t",1,2302434,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio sinensis"
"2362","M5t",1,2304002,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Unidentified","Methylococcales","Unidentified"
"2363","M5t",1,2316727,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.2,20,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Unidentified","Corallococcus sp."
"2364","M5t",1,2420332,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2365","M5t",1,2448054,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2366","M5t",1,2484252,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2367","M5t",1,2486853,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2368","M5t",1,2487017,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Bacteria","Bacteroidota","Bacteroidia","Marinilabiliales","Marinifilaceae","Unidentified","Unidentified"
"2369","M5t",1,2498453,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.25,25,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Geminicoccus","Geminicoccus harenae"
"2370","M5t",1,2528027,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2371","M5t",1,2563924,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2372","M5t",1,2571125,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2373","M5t",1,2591008,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2374","M5t",1,2596890,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.125,12.5,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Unidentified","Candidatus Uabimicrobium"
"2375","M5t",1,2599394,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2376","M5t",1,2601673,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2377","M5t",1,2651839,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2378","M5t",1,2697043,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2379","M5t",1,2704465,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.25,25,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"2380","M5t",1,2717288,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2381","M5t",1,2718714,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Unidentified","Anaerosporobacter sp."
"2382","M5t",1,2720613,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2383","M5t",1,2729096,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2384","M5t",1,2729108,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2385","M5t",1,2730917,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.142857143,14.28571429,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas/Salinimonas","Alteromonas sp."
"2386","M5t",1,2732864,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2387","M5t",1,2744521,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2388","M5t",1,2779519,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2389","M5t",1,2789739,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2390","M5t",1,2798579,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2391","M5t",1,2801474,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2392","M5t",1,2813561,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2393","M5t",1,2824767,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"," Pantoea"
"2394","M5t",1,2832346,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2395","M5t",1,2838785,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2396","M5t",1,2848114,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2397","M5t",1,2860336,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Bacteria","Pseudomonadota","Devosia","Hyphomicrobiales","Devosiaceae","Unidentified","Devosia salina"
"2398","M5t",1,2862329,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2399","M5t",1,2867006,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Bacteria","Actinomycetota","Unidentified","Glycomycetales","Glycomycetaceae","Unidentified","Glycomyces sp."
"2400","M5t",1,2874597,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2401","M5t",1,2904800,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2402","M5t",1,2908642,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2403","M5t",1,2920355,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2404","M5t",1,2937799,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2405","M5t",1,2942909,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2406","M5t",1,2969308,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2407","M5t",1,2970914,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2408","M5t",1,2976241,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2409","M5t",1,2977365,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",0.166666667,16.66666667,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"2410","M5t",1,3034016,"Xylariales","Xylariales inc. sed.","Nigrospora sp.",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2411","M66",1,2795119,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.055555556,5.555555556,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"2412","M66",2,2793063,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.010471204,1.047120419,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter/Porphyrobacter","Erythrobacter sp."
"2413","M66",1,1354,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.1,10,"Bacteria","Bacillota","Unidentified","Lactobacillales","Enterococcaceae","Unidentified","Enterococcus sp."
"2414","M66",1,2569543,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2415","M66",2,2795125,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.016666667,1.666666667,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"2416","M66",1,1641855,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.0625,6.25,"Bacteria","Pseudomonadota"," Beijerinckia","Hyphomicrobiales","Beijerinckiaceae","Unidentified","Unidentified"
"2417","M66",1,415209,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2418","M66",4,1652106,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.03539823,3.539823009,"Bacteria","Unidentified","Candidatus Tectomicrobia","Unidentified","Unidentified","Unidentified","Unidentified"
"2419","M66",19,28901,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.07755102,7.755102041,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"2420","M66",1,562,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.013157895,1.315789474,"Bacteria","Pseudomonadota","Escherichia","Enterobacterales","Enterobacteriaceae","Unidentified","Escherichia coli"
"2421","M66",1,1411316,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.03030303,3.03030303,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"2422","M66",1,1913578,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2423","M66",1,1970529,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.058823529,5.882352941,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Unidentified","Hydrogenophilales","Unidentified"
"2424","M66",13,2834412,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.037790698,3.779069767,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Coraliihabitans","Coraliihabitans acroporae"
"2425","M66",1,2026795,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.047619048,4.761904762,"Archaea","Nitrososphaerota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2426","M66",2,243969,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.012048193,1.204819277,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"," Pseudomonas"
"2427","M66",1,1970599,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.25,25,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Unidentified","Sphingomonadales","Unidentified"
"2428","M66",1,589382,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.058823529,5.882352941,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Microbacteriaceae","Unidentified","Agromyces sp."
"2429","M66",1,2590670,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2430","M66",1,1592106,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2431","M66",1,2795109,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.02,2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp."
"2432","M66",1,680,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi group"
"2433","M66",1,99481,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.333333333,33.33333333,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Intrasporangiaceae","Unidentified","Tetrasphaera sp."
"2434","M66",2,2026729,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.009661836,0.966183575,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"2435","M66",6,2795126,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.077922078,7.792207792,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"2436","M66",1,3031917,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2437","M66",1,2026735,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.0625,6.25,"Bacteria","Unidentified"," Deltaproteobacteria","Unidentified","Unidentified","Unidentified","Unidentified"
"2438","M66",4,2795118,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.034782609,3.47826087,"Bacteria","Pseudomonadota"," Paraburkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"2439","M66",2,1906665,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.013605442,1.360544218,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2440","M66",1,2795101,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.00952381,0.952380952,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"," Achromobacter"
"2441","M66",1,2044944,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.043478261,4.347826087,"Bacteria","Bacteroidota","Sphingobacteriia"," Sphingobacteriales","Unidentified","Unidentified","Unidentified"
"2442","M66",2,2767826,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.0625,6.25,"Bacteria","Actinomycetota","Unidentified","Kitasatosporales","Streptomycetaceae","Unidentified","Streptomyces sp."
"2443","M66",1,2728837,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2444","M66",1,77133,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.027027027,2.702702703,"Bacteria","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2445","M66",1,670,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.066666667,6.666666667,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi group"
"2446","M66",1,1502488,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2447","M66",2,1639,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.02739726,2.739726027,"Bacteria","Bacillota","Listeria","Bacillales","Listeriaceae","Unidentified","Unidentified"
"2448","M66",4,573,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.034482759,3.448275862,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella/Raoultella","Klebsiella sp."
"2449","M66",1,676599,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.25,25,"Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas panacihumi"
"2450","M66",1,587753,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas chlororaphis group"
"2451","M66",3,2795102,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.03,3,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"," Aquitalea"
"2452","M66",1,813,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.028571429,2.857142857,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Unidentified","Chlamydia/Chlamydophila group"
"2453","M66",1,1970322,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.066666667,6.666666667,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Azorhizobium"," Azorhizobium"
"2454","M67",595,280871,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.890718563,89.07185629,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2455","M67",178,56689,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.972677596,97.26775956,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2456","M67",45,319706,"Xylariales","Apiosporaceae","Apiospora guiyangensis",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2457","M67",40,2834412,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.11627907,11.62790698,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Coraliihabitans","Coraliihabitans acroporae"
"2458","M67",36,2793063,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.188481675,18.84816754,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter/Porphyrobacter","Erythrobacter sp."
"2459","M67",33,36809,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.733333333,73.33333333,"Bacteria","Actinomycetota","Unidentified","Mycobacteriales","Mycobacteriaceae","Unidentified","Mycobacteroides sp."
"2460","M67",31,1906665,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.210884354,21.08843537,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2461","M67",30,243969,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.180722892,18.07228916,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"," Pseudomonas"
"2462","M67",27,1652106,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.238938053,23.89380531,"Bacteria","Unidentified","Candidatus Tectomicrobia","Unidentified","Unidentified","Unidentified","Unidentified"
"2463","M67",25,28901,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.102040816,10.20408163,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"2464","M67",25,2795101,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.238095238,23.80952381,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"," Achromobacter"
"2465","M67",24,2026729,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.115942029,11.5942029,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"2466","M67",22,470,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.146666667,14.66666667,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus/baumannii complex"
"2467","M67",18,1785,"Xylariales","Apiosporaceae","Apiospora guiyangensis",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2468","M67",17,2795118,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.147826087,14.7826087,"Bacteria","Pseudomonadota"," Paraburkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"2469","M67",16,1871070,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.146788991,14.67889908,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales"," Oxalobacteraceae","Unidentified","Oxalobacteraceae bacterium"
"2470","M67",15,2795125,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.125,12.5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"2471","M67",14,573,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.120689655,12.06896552,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella/Raoultella","Klebsiella sp."
"2472","M67",14,2795126,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.181818182,18.18181818,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"2473","M67",13,303,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.8125,81.25,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida group"
"2474","M67",13,2320850,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.590909091,59.09090909,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2475","M67",11,1490484,"Xylariales","Apiosporaceae","Apiospora guiyangensis",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2476","M67",11,2795102,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.11,11,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"," Aquitalea"
"2477","M67",10,2185272,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.909090909,90.90909091,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2478","M67",10,2795109,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.2,20,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp."
"2479","M67",8,1639,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.109589041,10.95890411,"Bacteria","Bacillota","Listeria","Bacillales","Listeriaceae","Unidentified","Unidentified"
"2480","M67",8,231434,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.615384615,61.53846154,"Bacteria","Pseudomonadota","Beijerinckia","Hyphomicrobiales","Beijerinckiaceae","Unidentified","Beijerinckia mobilis"
"2481","M67",8,319707,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.666666667,66.66666667,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2482","M67",8,2026724,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.16,16,"Bacteria","Chloroflexota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2483","M67",7,77133,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.189189189,18.91891892,"Bacteria","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2484","M67",7,2606611,"Xylariales","Apiosporaceae","Apiospora guiyangensis",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2485","M67",7,2736928,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.583333333,58.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"2486","M67",6,1506583,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.315789474,31.57894737,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unidentified","Unidentified"
"2487","M67",5,747,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.2,20,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella multocida"
"2488","M67",5,1280,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.074626866,7.462686567,"Bacteria","Bacillota","Unidentified","Bacillales","Staphylococcaceae","Unidentified","Staphylococcus sp."
"2489","M67",5,536059,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.185185185,18.51851852,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"," Arsenophonus"
"2490","M67",5,1411316,"Xylariales","Apiosporaceae","Apiospora guiyangensis",0.151515152,15.15151515,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
